,Long,Lat,Width,Height,Goodness,geometry,id,LatMax,LongMax
499,-101,51,4,1,True,"Rectangle(xy=(-101, 51), width=4, height=1, angle=0)",499,52,-97
500,-97,51,1,1,True,"Rectangle(xy=(-97, 51), width=1, height=1, angle=0)",500,52,-96
501,-96,51,44,1,True,"Rectangle(xy=(-96, 51), width=44, height=1, angle=0)",501,52,-52
502,-177,52,55,1,True,"Rectangle(xy=(-177, 52), width=55, height=1, angle=0)",502,53,-122
503,-122,52,4,1,True,"Rectangle(xy=(-122, 52), width=4, height=1, angle=0)",503,53,-118
504,-118,52,8,1,True,"Rectangle(xy=(-118, 52), width=8, height=1, angle=0)",504,53,-110
505,-110,52,4,1,True,"Rectangle(xy=(-110, 52), width=4, height=1, angle=0)",505,53,-106
506,-106,52,54,1,True,"Rectangle(xy=(-106, 52), width=54, height=1, angle=0)",506,53,-52
507,-177,53,55,1,True,"Rectangle(xy=(-177, 53), width=55, height=1, angle=0)",507,54,-122
508,-122,53,8,1,True,"Rectangle(xy=(-122, 53), width=8, height=1, angle=0)",508,54,-114
509,-114,53,1,1,True,"Rectangle(xy=(-114, 53), width=1, height=1, angle=0)",509,54,-113
510,-113,53,1,1,True,"Rectangle(xy=(-113, 53), width=1, height=1, angle=0)",510,54,-112
511,-112,53,7,1,True,"Rectangle(xy=(-112, 53), width=7, height=1, angle=0)",511,54,-105
512,-105,53,53,1,True,"Rectangle(xy=(-105, 53), width=53, height=1, angle=0)",512,54,-52
513,-177,54,55,1,True,"Rectangle(xy=(-177, 54), width=55, height=1, angle=0)",513,55,-122
514,-122,54,10,1,True,"Rectangle(xy=(-122, 54), width=10, height=1, angle=0)",514,55,-112
515,-112,54,60,1,True,"Rectangle(xy=(-112, 54), width=60, height=1, angle=0)",515,55,-52
516,-177,55,54,1,True,"Rectangle(xy=(-177, 55), width=54, height=1, angle=0)",516,56,-123
517,-123,55,8,1,True,"Rectangle(xy=(-123, 55), width=8, height=1, angle=0)",517,56,-115
518,-115,55,63,1,True,"Rectangle(xy=(-115, 55), width=63, height=1, angle=0)",518,56,-52
519,-177,56,57,1,True,"Rectangle(xy=(-177, 56), width=57, height=1, angle=0)",519,57,-120
520,-120,56,68,1,True,"Rectangle(xy=(-120, 56), width=68, height=1, angle=0)",520,57,-52
521,-177,57,125,1,True,"Rectangle(xy=(-177, 57), width=125, height=1, angle=0)",521,58,-52
522,-177,58,21,1,True,"Rectangle(xy=(-177, 58), width=21, height=1, angle=0)",522,59,-156
523,-156,58,21,1,True,"Rectangle(xy=(-156, 58), width=21, height=1, angle=0)",523,59,-135
524,-135,58,32,1,True,"Rectangle(xy=(-135, 58), width=32, height=1, angle=0)",524,59,-103
525,-103,58,9,1,True,"Rectangle(xy=(-103, 58), width=9, height=1, angle=0)",525,59,-94
526,-94,58,42,1,True,"Rectangle(xy=(-94, 58), width=42, height=1, angle=0)",526,59,-52
527,-177,59,19,1,True,"Rectangle(xy=(-177, 59), width=19, height=1, angle=0)",527,60,-158
528,-158,59,106,1,True,"Rectangle(xy=(-158, 59), width=106, height=1, angle=0)",528,60,-52
529,-177,60,26,1,True,"Rectangle(xy=(-177, 60), width=26, height=1, angle=0)",529,61,-151
530,-151,60,2,1,True,"Rectangle(xy=(-151, 60), width=2, height=1, angle=0)",530,61,-149
531,-149,60,4,1,True,"Rectangle(xy=(-149, 60), width=4, height=1, angle=0)",531,61,-145
532,-145,60,16,1,True,"Rectangle(xy=(-145, 60), width=16, height=1, angle=0)",532,61,-129
533,-129,60,14,1,True,"Rectangle(xy=(-129, 60), width=14, height=1, angle=0)",533,61,-115
534,-115,60,63,1,True,"Rectangle(xy=(-115, 60), width=63, height=1, angle=0)",534,61,-52
535,-177,61,26,1,True,"Rectangle(xy=(-177, 61), width=26, height=1, angle=0)",535,62,-151
536,-151,61,1,1,True,"Rectangle(xy=(-151, 61), width=1, height=1, angle=0)",536,62,-150
537,-150,61,1,1,True,"Rectangle(xy=(-150, 61), width=1, height=1, angle=0)",537,62,-149
538,-149,61,97,1,True,"Rectangle(xy=(-149, 61), width=97, height=1, angle=0)",538,62,-52
539,-177,62,27,1,True,"Rectangle(xy=(-177, 62), width=27, height=1, angle=0)",539,63,-150
540,-150,62,32,1,True,"Rectangle(xy=(-150, 62), width=32, height=1, angle=0)",540,63,-118
541,-118,62,66,1,True,"Rectangle(xy=(-118, 62), width=66, height=1, angle=0)",541,63,-52
542,-177,63,6,1,True,"Rectangle(xy=(-177, 63), width=6, height=1, angle=0)",542,64,-171
543,-171,63,28,1,True,"Rectangle(xy=(-171, 63), width=28, height=1, angle=0)",543,64,-143
544,-143,63,91,1,True,"Rectangle(xy=(-143, 63), width=91, height=1, angle=0)",544,64,-52
545,-177,64,12,1,True,"Rectangle(xy=(-177, 64), width=12, height=1, angle=0)",545,65,-165
546,-165,64,1,1,True,"Rectangle(xy=(-165, 64), width=1, height=1, angle=0)",546,65,-164
547,-164,64,16,1,True,"Rectangle(xy=(-164, 64), width=16, height=1, angle=0)",547,65,-148
548,-148,64,1,1,True,"Rectangle(xy=(-148, 64), width=1, height=1, angle=0)",548,65,-147
549,-147,64,95,1,True,"Rectangle(xy=(-147, 64), width=95, height=1, angle=0)",549,65,-52
550,-177,65,125,1,True,"Rectangle(xy=(-177, 65), width=125, height=1, angle=0)",550,66,-52
551,-177,66,125,1,True,"Rectangle(xy=(-177, 66), width=125, height=1, angle=0)",551,67,-52
552,-177,67,125,1,True,"Rectangle(xy=(-177, 67), width=125, height=1, angle=0)",552,68,-52
553,-177,70,27,1,True,"Rectangle(xy=(-177, 70), width=27, height=1, angle=0)",553,71,-150
554,-150,70,2,1,True,"Rectangle(xy=(-150, 70), width=2, height=1, angle=0)",554,71,-148
555,-148,70,96,1,True,"Rectangle(xy=(-148, 70), width=96, height=1, angle=0)",555,71,-52
556,-177,71,125,1,True,"Rectangle(xy=(-177, 71), width=125, height=1, angle=0)",556,72,-52
557,-177,72,125,1,True,"Rectangle(xy=(-177, 72), width=125, height=1, angle=0)",557,73,-52
558,-177,68,39,2,True,"Rectangle(xy=(-177, 68), width=39, height=2, angle=0)",558,70,-138
559,-138,68,86,2,True,"Rectangle(xy=(-138, 68), width=86, height=2, angle=0)",559,70,-52
560,-177,21,125,4,True,"Rectangle(xy=(-177, 21), width=125, height=4, angle=0)",560,25,-52
561,-177,73,125,9,True,"Rectangle(xy=(-177, 73), width=125, height=9, angle=0)",561,82,-52
